contract_address,implementation_address,contract_name,function_name,signature,state_mutability,input_params,output_params
0xceafdd6bc0bef976fdcd1112955828e00543c0ce,,ConditionalTokens,isApprovedForAll,e985e9c5,view,"[{""name"": ""owner"", ""type"": ""address"", ""position"": 1}, {""name"": ""operator"", ""type"": ""address"", ""position"": 2}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0xceafdd6bc0bef976fdcd1112955828e00543c0ce,,ConditionalTokens,safeTransferFrom,f242432a,nonpayable,"[{""name"": ""from"", ""type"": ""address"", ""position"": 1}, {""name"": ""to"", ""type"": ""address"", ""position"": 2}, {""name"": ""id"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""value"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]",[]
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,burn,a34123a7,nonpayable,"[{""name"": ""tickLower"", ""type"": ""int24"", ""position"": 1}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 2}, {""name"": ""amount"", ""type"": ""uint128"", ""position"": 3}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,collect,4f1eb3d8,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""tickLower"", ""type"": ""int24"", ""position"": 2}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 3}, {""name"": ""amount0Requested"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""amount1Requested"", ""type"": ""uint128"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint128"", ""position"": 2}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,collectProtocol,85b66729,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0Requested"", ""type"": ""uint128"", ""position"": 2}, {""name"": ""amount1Requested"", ""type"": ""uint128"", ""position"": 3}]","[{""name"": ""amount0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint128"", ""position"": 2}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,factory,c45a0155,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,fee,ddca3f43,view,[],"[{""name"": """", ""type"": ""uint24"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,feeGrowthGlobal0X128,f3058399,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,feeGrowthGlobal1X128,46141319,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,flash,490e6cbc,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 4}]",[]
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,increaseObservationCardinalityNext,32148f67,nonpayable,"[{""name"": ""observationCardinalityNext"", ""type"": ""uint16"", ""position"": 1}]",[]
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,initialize,f637731d,nonpayable,"[{""name"": ""sqrtPriceX96"", ""type"": ""uint160"", ""position"": 1}]",[]
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,liquidity,1a686502,view,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,maxLiquidityPerTick,70cf754a,view,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,mint,3c8a7d8d,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""tickLower"", ""type"": ""int24"", ""position"": 2}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 3}, {""name"": ""amount"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,observations,252c09d7,view,"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]","[{""name"": ""blockTimestamp"", ""type"": ""uint32"", ""position"": 1}, {""name"": ""tickCumulative"", ""type"": ""int56"", ""position"": 2}, {""name"": ""secondsPerLiquidityCumulativeX128"", ""type"": ""uint160"", ""position"": 3}, {""name"": ""initialized"", ""type"": ""bool"", ""position"": 4}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,observe,883bdbfd,view,"[{""name"": ""secondsAgos"", ""type"": ""uint32[]"", ""position"": 1}]","[{""name"": ""tickCumulatives"", ""type"": ""int56[]"", ""position"": 1}, {""name"": ""secondsPerLiquidityCumulativeX128s"", ""type"": ""uint160[]"", ""position"": 2}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,positions,514ea4bf,view,"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": ""liquidity"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""feeGrowthInside0LastX128"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""feeGrowthInside1LastX128"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""tokensOwed0"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""tokensOwed1"", ""type"": ""uint128"", ""position"": 5}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,protocolFees,1ad8b03b,view,[],"[{""name"": ""token0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""token1"", ""type"": ""uint128"", ""position"": 2}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,setFeeProtocol,8206a4d1,nonpayable,"[{""name"": ""feeProtocol0"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""feeProtocol1"", ""type"": ""uint8"", ""position"": 2}]",[]
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,slot0,3850c7bd,view,[],"[{""name"": ""sqrtPriceX96"", ""type"": ""uint160"", ""position"": 1}, {""name"": ""tick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""observationIndex"", ""type"": ""uint16"", ""position"": 3}, {""name"": ""observationCardinality"", ""type"": ""uint16"", ""position"": 4}, {""name"": ""observationCardinalityNext"", ""type"": ""uint16"", ""position"": 5}, {""name"": ""feeProtocol"", ""type"": ""uint8"", ""position"": 6}, {""name"": ""unlocked"", ""type"": ""bool"", ""position"": 7}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,snapshotCumulativesInside,a38807f2,view,"[{""name"": ""tickLower"", ""type"": ""int24"", ""position"": 1}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 2}]","[{""name"": ""tickCumulativeInside"", ""type"": ""int56"", ""position"": 1}, {""name"": ""secondsPerLiquidityInsideX128"", ""type"": ""uint160"", ""position"": 2}, {""name"": ""secondsInside"", ""type"": ""uint32"", ""position"": 3}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,swap,128acb08,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""zeroForOne"", ""type"": ""bool"", ""position"": 2}, {""name"": ""amountSpecified"", ""type"": ""int256"", ""position"": 3}, {""name"": ""sqrtPriceLimitX96"", ""type"": ""uint160"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""int256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""int256"", ""position"": 2}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,tickBitmap,5339c296,view,"[{""name"": """", ""type"": ""int16"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,tickSpacing,d0c93a7c,view,[],"[{""name"": """", ""type"": ""int24"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,ticks,f30dba93,view,"[{""name"": """", ""type"": ""int24"", ""position"": 1}]","[{""name"": ""liquidityGross"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""liquidityNet"", ""type"": ""int128"", ""position"": 2}, {""name"": ""feeGrowthOutside0X128"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""feeGrowthOutside1X128"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""tickCumulativeOutside"", ""type"": ""int56"", ""position"": 5}, {""name"": ""secondsPerLiquidityOutsideX128"", ""type"": ""uint160"", ""position"": 6}, {""name"": ""secondsOutside"", ""type"": ""uint32"", ""position"": 7}, {""name"": ""initialized"", ""type"": ""bool"", ""position"": 8}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,token0,0dfe1681,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xd2233a4017aa610619df19fad6438770986ff2f1,,UniswapV3Pool,token1,d21220a7,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xe32f7dd7e3f098d518ff19a22d5f028e076489b1,,UniswapV3Factory,createPool,a1671295,nonpayable,"[{""name"": ""tokenA"", ""type"": ""address"", ""position"": 1}, {""name"": ""tokenB"", ""type"": ""address"", ""position"": 2}, {""name"": ""fee"", ""type"": ""uint24"", ""position"": 3}]","[{""name"": ""pool"", ""type"": ""address"", ""position"": 1}]"
0xe32f7dd7e3f098d518ff19a22d5f028e076489b1,,UniswapV3Factory,enableFeeAmount,8a7c195f,nonpayable,"[{""name"": ""fee"", ""type"": ""uint24"", ""position"": 1}, {""name"": ""tickSpacing"", ""type"": ""int24"", ""position"": 2}]",[]
0xe32f7dd7e3f098d518ff19a22d5f028e076489b1,,UniswapV3Factory,feeAmountTickSpacing,22afcccb,view,"[{""name"": """", ""type"": ""uint24"", ""position"": 1}]","[{""name"": """", ""type"": ""int24"", ""position"": 1}]"
0xe32f7dd7e3f098d518ff19a22d5f028e076489b1,,UniswapV3Factory,getPool,1698ee82,view,"[{""name"": """", ""type"": ""address"", ""position"": 1}, {""name"": """", ""type"": ""address"", ""position"": 2}, {""name"": """", ""type"": ""uint24"", ""position"": 3}]","[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xe32f7dd7e3f098d518ff19a22d5f028e076489b1,,UniswapV3Factory,owner,8da5cb5b,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xe32f7dd7e3f098d518ff19a22d5f028e076489b1,,UniswapV3Factory,parameters,89035730,view,[],"[{""name"": ""factory"", ""type"": ""address"", ""position"": 1}, {""name"": ""token0"", ""type"": ""address"", ""position"": 2}, {""name"": ""token1"", ""type"": ""address"", ""position"": 3}, {""name"": ""fee"", ""type"": ""uint24"", ""position"": 4}, {""name"": ""tickSpacing"", ""type"": ""int24"", ""position"": 5}]"
0xe32f7dd7e3f098d518ff19a22d5f028e076489b1,,UniswapV3Factory,setOwner,13af4035,nonpayable,"[{""name"": ""_owner"", ""type"": ""address"", ""position"": 1}]",[]
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,name,06fdde03,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,approve,095ea7b3,nonpayable,"[{""name"": ""guy"", ""type"": ""address"", ""position"": 1}, {""name"": ""wad"", ""type"": ""uint256"", ""position"": 2}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,totalSupply,18160ddd,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,transferFrom,23b872dd,nonpayable,"[{""name"": ""src"", ""type"": ""address"", ""position"": 1}, {""name"": ""dst"", ""type"": ""address"", ""position"": 2}, {""name"": ""wad"", ""type"": ""uint256"", ""position"": 3}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,withdraw,2e1a7d4d,nonpayable,"[{""name"": ""wad"", ""type"": ""uint256"", ""position"": 1}]",[]
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,decimals,313ce567,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,balanceOf,70a08231,view,"[{""name"": """", ""type"": ""address"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,symbol,95d89b41,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,transfer,a9059cbb,nonpayable,"[{""name"": ""dst"", ""type"": ""address"", ""position"": 1}, {""name"": ""wad"", ""type"": ""uint256"", ""position"": 2}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,deposit,d0e30db0,payable,[],[]
0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,,WXDAI,allowance,dd62ed3e,view,"[{""name"": """", ""type"": ""address"", ""position"": 1}, {""name"": """", ""type"": ""address"", ""position"": 2}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,burn,a34123a7,nonpayable,"[{""name"": ""tickLower"", ""type"": ""int24"", ""position"": 1}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 2}, {""name"": ""amount"", ""type"": ""uint128"", ""position"": 3}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,collect,4f1eb3d8,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""tickLower"", ""type"": ""int24"", ""position"": 2}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 3}, {""name"": ""amount0Requested"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""amount1Requested"", ""type"": ""uint128"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint128"", ""position"": 2}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,collectProtocol,85b66729,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0Requested"", ""type"": ""uint128"", ""position"": 2}, {""name"": ""amount1Requested"", ""type"": ""uint128"", ""position"": 3}]","[{""name"": ""amount0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint128"", ""position"": 2}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,factory,c45a0155,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,fee,ddca3f43,view,[],"[{""name"": """", ""type"": ""uint24"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,feeGrowthGlobal0X128,f3058399,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,feeGrowthGlobal1X128,46141319,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,flash,490e6cbc,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 4}]",[]
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,increaseObservationCardinalityNext,32148f67,nonpayable,"[{""name"": ""observationCardinalityNext"", ""type"": ""uint16"", ""position"": 1}]",[]
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,initialize,f637731d,nonpayable,"[{""name"": ""sqrtPriceX96"", ""type"": ""uint160"", ""position"": 1}]",[]
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,liquidity,1a686502,view,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,maxLiquidityPerTick,70cf754a,view,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,mint,3c8a7d8d,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""tickLower"", ""type"": ""int24"", ""position"": 2}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 3}, {""name"": ""amount"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,observations,252c09d7,view,"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]","[{""name"": ""blockTimestamp"", ""type"": ""uint32"", ""position"": 1}, {""name"": ""tickCumulative"", ""type"": ""int56"", ""position"": 2}, {""name"": ""secondsPerLiquidityCumulativeX128"", ""type"": ""uint160"", ""position"": 3}, {""name"": ""initialized"", ""type"": ""bool"", ""position"": 4}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,observe,883bdbfd,view,"[{""name"": ""secondsAgos"", ""type"": ""uint32[]"", ""position"": 1}]","[{""name"": ""tickCumulatives"", ""type"": ""int56[]"", ""position"": 1}, {""name"": ""secondsPerLiquidityCumulativeX128s"", ""type"": ""uint160[]"", ""position"": 2}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,positions,514ea4bf,view,"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": ""liquidity"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""feeGrowthInside0LastX128"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""feeGrowthInside1LastX128"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""tokensOwed0"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""tokensOwed1"", ""type"": ""uint128"", ""position"": 5}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,protocolFees,1ad8b03b,view,[],"[{""name"": ""token0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""token1"", ""type"": ""uint128"", ""position"": 2}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,setFeeProtocol,8206a4d1,nonpayable,"[{""name"": ""feeProtocol0"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""feeProtocol1"", ""type"": ""uint8"", ""position"": 2}]",[]
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,slot0,3850c7bd,view,[],"[{""name"": ""sqrtPriceX96"", ""type"": ""uint160"", ""position"": 1}, {""name"": ""tick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""observationIndex"", ""type"": ""uint16"", ""position"": 3}, {""name"": ""observationCardinality"", ""type"": ""uint16"", ""position"": 4}, {""name"": ""observationCardinalityNext"", ""type"": ""uint16"", ""position"": 5}, {""name"": ""feeProtocol"", ""type"": ""uint8"", ""position"": 6}, {""name"": ""unlocked"", ""type"": ""bool"", ""position"": 7}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,snapshotCumulativesInside,a38807f2,view,"[{""name"": ""tickLower"", ""type"": ""int24"", ""position"": 1}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 2}]","[{""name"": ""tickCumulativeInside"", ""type"": ""int56"", ""position"": 1}, {""name"": ""secondsPerLiquidityInsideX128"", ""type"": ""uint160"", ""position"": 2}, {""name"": ""secondsInside"", ""type"": ""uint32"", ""position"": 3}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,swap,128acb08,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""zeroForOne"", ""type"": ""bool"", ""position"": 2}, {""name"": ""amountSpecified"", ""type"": ""int256"", ""position"": 3}, {""name"": ""sqrtPriceLimitX96"", ""type"": ""uint160"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""int256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""int256"", ""position"": 2}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,tickBitmap,5339c296,view,"[{""name"": """", ""type"": ""int16"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,tickSpacing,d0c93a7c,view,[],"[{""name"": """", ""type"": ""int24"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,ticks,f30dba93,view,"[{""name"": """", ""type"": ""int24"", ""position"": 1}]","[{""name"": ""liquidityGross"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""liquidityNet"", ""type"": ""int128"", ""position"": 2}, {""name"": ""feeGrowthOutside0X128"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""feeGrowthOutside1X128"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""tickCumulativeOutside"", ""type"": ""int56"", ""position"": 5}, {""name"": ""secondsPerLiquidityOutsideX128"", ""type"": ""uint160"", ""position"": 6}, {""name"": ""secondsOutside"", ""type"": ""uint32"", ""position"": 7}, {""name"": ""initialized"", ""type"": ""bool"", ""position"": 8}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,token0,0dfe1681,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xe9e1793954f32d880ec0b2186e96d88e2b870e40,,UniswapV3Pool,token1,d21220a7,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,ADMIN,2a0acc6a,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,CRC_AMOUNT,7d3053bb,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,DOMAIN_SEPARATOR,3644e515,view,[],"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,HUB_V2,7e91fb03,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,INSTANCE_BYTECODE_HASH,59295abf,view,[],"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,LBP_FACTORY,e2d16028,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,LIFT_ERC20,83c2b7f5,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,TRADE_AMOUNT,c11512a4,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,USDC,89a30271,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,VAULT,411557d1,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,backerOf,879bfa29,view,"[{""name"": ""circlesBacking"", ""type"": ""address"", ""position"": 1}]","[{""name"": ""backer"", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,backingParameters,2daab20a,view,[],"[{""name"": ""transientBacker"", ""type"": ""address"", ""position"": 1}, {""name"": ""transientBackingAsset"", ""type"": ""address"", ""position"": 2}, {""name"": ""transientStableCRC"", ""type"": ""address"", ""position"": 3}, {""name"": ""transientStableCRCAmount"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""transientAppData"", ""type"": ""bytes32"", ""position"": 5}, {""name"": ""usdc"", ""type"": ""address"", ""position"": 6}, {""name"": ""usdcAmount"", ""type"": ""uint256"", ""position"": 7}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,circlesBackingOrder,29ad7529,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,computeAddress,4e1d91d8,view,"[{""name"": ""backer"", ""type"": ""address"", ""position"": 1}]","[{""name"": ""predictedAddress"", ""type"": ""address"", ""position"": 1}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,createLBP,7db9cfb7,nonpayable,"[{""name"": ""personalCRC"", ""type"": ""address"", ""position"": 1}, {""name"": ""personalCRCAmount"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""backingAsset"", ""type"": ""address"", ""position"": 3}, {""name"": ""backingAssetAmount"", ""type"": ""uint256"", ""position"": 4}]","[{""name"": ""lbp"", ""type"": ""address"", ""position"": 1}, {""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 2}, {""name"": ""request"", ""type"": ""tuple"", ""position"": 3, ""components"": [{""name"": ""assets"", ""type"": ""address[]"", ""position"": 1}, {""name"": ""maxAmountsIn"", ""type"": ""uint256[]"", ""position"": 2}, {""name"": ""userData"", ""type"": ""bytes"", ""position"": 3}, {""name"": ""fromInternalBalance"", ""type"": ""bool"", ""position"": 4}]}, {""name"": ""vault"", ""type"": ""address"", ""position"": 4}]"
0xecEd91232C609A42F6016860E8223B8aEcaA7bd0,,CirclesBackingFactory,exitLBP,9fed668a,nonpayable,"[{""name"": ""lbp"", ""type"": ""address"", ""position"": 1}, {""name"": ""bptAmount"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""minAmountOut0"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""minAmountOut1"", ""type"": ""uint256"", ""position"": 4}]",[]
